,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant
18000,18000,Richmond upon Thames,2021-04-06,James Anderson Estate Agents,1,"Colston Road, East Sheen SW14",0,0,pre-owned,550000.0,flat,0,Other,3 bed flat for sale,51.463871,-0.269504,93.0,3,1,1,2021-04-06,550000.0,1,0,0,Kew Gardens,1615,17
18001,18001,Richmond upon Thames,2021-04-06,Chase Buchanan incorporating Milestone,0,"Station Road, Hampton Wick, Kingston Upon Thames KT1",0,0,pre-owned,1230000.0,semi_detached,0,Other,4 bed semi-detached house for sale,51.414653,-0.311538,177.0,4,2,2,2021-04-06,1275000.0,1,0,1,Richmond,5044,17
18002,18002,Richmond upon Thames,2021-04-04,Mervyn Smith Estate Agents,1,"Ashburnham Road, Ham, Richmond TW10",0,0,pre-owned,349950.0,maisonette,0,leasehold,2 bed maisonette for sale,51.436191,-0.320444,73.0,2,1,1,2021-04-04,385000.0,1,0,1,Richmond,3143,0
18003,18003,Richmond upon Thames,2021-04-02,Chancellors - Sunbury-on-Thames,0,"Whitton, Middlesex TW4",0,0,pre-owned,240000.0,flat,0,leasehold,2 bed flat for sale,51.451,-0.376,71.0,2,1,1,2021-04-02,260000.0,0,1,0,Hounslow Central,2032,1
18004,18004,Richmond upon Thames,2021-04-02,Knight Frank - Richmond Sales,0,"Kew Green, Richmond TW9",0,0,pre-owned,1240000.0,terraced,0,Other,4 bed terraced house for sale,51.483075,-0.287247,131.0,4,2,3,2021-04-02,1295000.0,0,0,1,Kew Gardens,654,11
18005,18005,Richmond upon Thames,2021-04-02,Knight Frank - Richmond Sales,0,"Gould Road, Twickenham TW2",0,0,pre-owned,875000.0,Other,0,Other,2 bed property for sale,51.446909,-0.343881,165.0,2,2,1,2021-04-02,875000.0,1,1,1,Upminster,2907,6
18006,18006,Richmond upon Thames,2021-04-01,Snellers - Hampton,0,"Station Road, Hampton TW12",0,0,pre-owned,399950.0,flat,0,leasehold,1 bed flat for sale,51.414978,-0.366202,93.0,1,1,1,2021-04-01,399950.0,0,0,0,Hounslow Central,5365,9
18007,18007,Richmond upon Thames,2021-04-01,Snellers - Teddington,0,"Queens Road, Teddington TW11",0,0,pre-owned,549950.0,flat,0,share_of_freehold,2 bed flat for sale,51.425564,-0.340096,84.0,2,1,1,2021-04-01,599950.0,0,1,0,Upminster,4423,12
18008,18008,Richmond upon Thames,2021-04-01,Dexters - St Margarets,0,"Cole Park Road, Twickenham TW1",0,0,pre-owned,1995000.0,detached,0,freehold,5 bed detached house for sale,51.457427,-0.329509,279.0,5,3,2,2021-04-01,1995000.0,0,1,1,Richmond,1909,3
18009,18009,Richmond upon Thames,2021-04-01,Savills - Richmond,0,"Richmond Hill, Richmond, Surrey TW10",0,0,pre-owned,2325000.0,maisonette,0,leasehold,3 bed maisonette for sale,51.452203,-0.298291,201.0,3,3,3,2021-04-01,2495000.0,0,0,1,Richmond,1167,8
