,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
6700,6700,6700,Southwark,2021-01-13,The Modern House,0,"Icon Apartments, Cluny Place, London SE1",0,0,pre-owned,1250000.0,flat,0,leasehold,3 bed flat for sale,51.49756,-0.08301,187.0,3,3,0,2021-01-13,1300000.0,1,0,1,Chesham,719,35,"[11, 2, 1, 0]"
6701,6701,6701,Southwark,2021-01-12,Citian & Partners,1,"8 Casson Square, Southbank SE1",0,0,new,1250000.0,flat,0,Other,2 bed flat for sale,51.4980295287958,-0.114413465968586,72.0,2,2,1,2021-01-12,1250000.0,0,0,0,Lambeth North,483,41,"[9, 4, 2, 4]"
6702,6702,6702,Southwark,2021-01-12,Citian & Partners,1,"8 Casson Square, Southbank SE1",0,0,new,800000.0,studio,0,Other,Studio for sale,51.4980295287958,-0.114413465968586,46.0,0,1,1,2021-01-12,800000.0,0,0,0,Lambeth North,483,41,"[9, 4, 2, 4]"
6703,6703,6703,Southwark,2021-01-12,Citian & Partners,1,"8 Casson Square, Southbank SE1",0,0,new,860000.0,flat,0,Other,1 bed flat for sale,51.4980295287958,-0.114413465968586,51.0,1,1,1,2021-01-12,860000.0,0,0,0,Lambeth North,483,41,"[9, 4, 2, 4]"
6704,6704,6704,Southwark,2021-01-11,Dexters - London Bridge,0,"Lant Street, London SE1",0,0,pre-owned,450000.0,flat,0,leasehold,1 bed flat for sale,51.501049,-0.095622,60.0,1,1,1,2021-01-11,485000.0,1,0,0,Borough,90,75,"[12, 2, 5, 1]"
6705,6705,6705,Southwark,2021-01-11,No Flies Ltd,0,"Pellatt Road, East Dulwich SE22",0,0,pre-owned,425000.0,flat,0,leasehold,1 bed flat for sale,51.453951,-0.073634,48.0,1,1,1,2021-01-11,450000.0,1,1,1,New Cross Gate,2786,21,"[11, 3, 1, 3]"
6706,6706,6706,Southwark,2021-01-09,Savills - Wapping,1,"St. Gabriel Walk, London SE1",0,0,new,1500000.0,flat,0,leasehold,3 bed flat for sale,51.493488,-0.101543,128.0,3,2,1,2021-01-09,1500000.0,0,1,1,Elephant & Castle,231,30,"[10, 8, 2, 3]"
6707,6707,6707,Southwark,2021-01-08,Chase Evans Elephant & Castle,0,"Tarling House, Elephant Park, Elephant &amp; Castle SE17",0,0,pre-owned,575000.0,flat,0,leasehold,1 bed flat for sale,51.491395,-0.097207,67.0,1,1,1,2021-01-08,630000.0,1,0,1,Elephant & Castle,439,34,"[9, 6, 1, 5]"
6708,6708,6708,Southwark,2021-01-08,JLL - City,0,"Blackfriars Road, London SE1",0,0,pre-owned,1000000.0,flat,0,leasehold,1 bed flat for sale,51.507727,-0.105072,47.0,1,1,1,2021-01-08,1000000.0,1,0,0,Blackfriars,409,60,"[7, 2, 5, 0]"
6709,6709,6709,Southwark,2021-01-08,Chestertons - Tower Bridge,0,"St. Saviours Wharf, 25 Mill Street, London SE1",0,0,pre-owned,900000.0,flat,0,leasehold,2 bed flat for sale,51.501622,-0.071509,107.0,2,2,1,2021-01-08,900000.0,1,1,0,Bermondsey,597,44,"[6, 0, 1, 3]"
