,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
1300,1300,Westminster,2021-07-07,Fraser & Co - Baker Street,0,"Marathon House, London NW1",0,0,pre-owned,650000.0,flat,0,leasehold,1 bed flat for sale,51.521871,-0.160836,57.0,1,1,1,2021-07-07T19:29:12,650000.0,0,1,0,Marylebone,291,91,"[18, 3, 1, 3]"
1301,1301,Westminster,2021-07-07,Foxtons - Auction,0,"Townshend Estate, St John's Wood, London NW8",0,0,pre-owned,430000.0,flat,1,Other,2 bed flat for sale,51.534607,-0.168514,60.0,2,1,1,2021-07-07T18:28:52,580000.0,1,0,1,St. John's Wood,422,14,"[7, 2, 0, 1]"
1302,1302,Westminster,2021-07-07,Goldschmidt & Howland - Little Venice,0,"St. Johns Wood Road, St. Johns Wood, London NW8",0,0,pre-owned,2200000.0,flat,0,share_of_freehold,2 bed flat for sale,51.528314,-0.172052,112.0,2,2,1,2021-07-07T17:57:11,2200000.0,1,1,0,St. John's Wood,673,14,"[8, 1, 2, 1]"
1303,1303,Westminster,2021-07-07,Knight Frank - Notting Hill Sales,0,"Chepstow Crescent, London W11",0,0,pre-owned,9750000.0,terraced,0,Other,7 bed terraced house for sale,51.512558,-0.196439,395.0,7,5,3,2021-07-07T16:26:08,10500000.0,1,1,1,Notting Hill Gate,336,78,"[16, 4, 3, 4]"
1304,1304,Westminster,2021-07-07,Beauchamp Estates St. Johns Wood,0,"Stuart Tower, Maida Vale W9",0,0,pre-owned,550000.0,flat,0,leasehold,1 bed flat for sale,51.528035,-0.181416,47.0,1,1,0,2021-07-07T16:22:33,575000.0,1,0,0,Maida Vale,338,20,"[4, 3, 2, 0]"
1305,1305,Westminster,2021-07-07,Napier Watt,0,"Portman Square, London W1H",0,0,pre-owned,2250000.0,flat,0,Other,3 bed flat for sale,51.515388,-0.154674,107.0,3,3,1,2021-07-07T15:04:35,2250000.0,0,0,1,Marble Arch,322,144,"[10, 8, 1, 5]"
1306,1306,Westminster,2021-07-07,London Real Estate Office,0,"75, Prince Albert Road, London NW8",0,0,pre-owned,1350000.0,flat,0,Other,2 bed flat for sale,51.53548,-0.16317,67.0,2,2,0,2021-07-07T14:50:25,1500000.0,0,0,0,St. John's Wood,812,10,"[5, 0, 0, 0]"
1307,1307,Westminster,2021-07-07,Chestertons - Hyde Park,0,"Brendon Street, Marylebone, London W1H",0,0,pre-owned,2025000.0,terraced,0,freehold,3 bed terraced house for sale,51.517775,-0.165235,132.0,3,2,2,2021-07-07T14:43:13,2025000.0,1,0,1,Edgware Road (B),334,104,"[17, 4, 1, 6]"
1308,1308,Westminster,2021-07-07,Chancellors - Notting Hill,0,"Meritas Court, Westminster W2",0,0,pre-owned,2000000.0,block_of_flats,0,leasehold,3 bed block of flats for sale,51.513,-0.188,153.0,3,2,1,2021-07-07T12:08:56,2000000.0,1,1,0,Bayswater,254,89,"[8, 3, 1, 6]"
1309,1309,Westminster,2021-07-07,Garton Jones - Westminster & Victoria,0,"Edric House, Page Street, Westminster, London SW1P",0,0,pre-owned,325000.0,studio,0,Other,Studio for sale,51.493896,-0.12983,36.0,0,1,1,2021-07-07T10:13:26,360000.0,0,0,0,Pimlico,556,35,"[17, 5, 3, 1]"
1310,1310,Westminster,2021-07-06,Cluttons - Hyde Park,0,"Norfolk Crescent, London W2",0,0,pre-owned,4000000.0,terraced,0,leasehold,4 bed terraced house for sale,51.516062,-0.166125,242.0,4,3,3,2021-07-06T20:47:11,4000000.0,1,0,1,Edgware Road (B),407,91,"[13, 1, 1, 6]"
1311,1311,Westminster,2021-07-06,Hamptons - Hyde Park & Bayswater Sales,0,"Westbourne Terrace, Lancaster Gate, London W2",0,0,pre-owned,625000.0,flat,0,share_of_freehold,1 bed flat for sale,51.514072,-0.176212,45.0,1,1,1,2021-07-06T19:50:09,625000.0,1,1,1,Paddington,181,57,"[5, 3, 0, 1]"
1312,1312,Westminster,2021-07-06,Hamptons - Hyde Park & Bayswater Sales,0,"Portsea Hall, Portsea Place, London W2",0,0,pre-owned,800000.0,flat,0,leasehold,2 bed flat for sale,51.515447,-0.164204,67.0,2,1,1,2021-07-06T19:50:09,825000.0,1,0,0,Chesham,455,87,"[10, 1, 1, 6]"
